Name,Population-weighted tree cover,5-year change,Annual rainfall (inches),Average annual temperature (daily high),Total population,Population density (persons per sq mi),Tree cover in peer cities,List of peer cities
"Somerset, Pa.",25.3,1.6,51.5,58.2,14415,2088,NaN,-
"Somerton, Ariz.",4.9,0.6,3,90,14792,7322,NaN,-
"Sonoma, Calif.",29.3,2.9,28.6,72.4,36666,2606,NaN,-
"Sonora–Twain Harte, Calif.",52.3,3.3,36.9,71.4,38624,1318,NaN,-
"Sonterra, Texas",3.9,0.4,35.3,79.2,10600,3403,NaN,-
"South Berwick, Maine/N.H.",59.9,1.2,50.4,58.3,11842,2382,NaN,-
"South Boston, Va.",46.5,1.4,49,70.4,14462,2351,NaN,-
"South Haven, Mich.",42.5,-0.5,44.7,59.3,8981,958,NaN,-
"South Hill, Va.",46.8,3.3,50.4,70.2,8283,1324,NaN,-
"South Lake Tahoe, Calif./Nev.",42,-1.4,29,59.5,33196,1676,NaN,-
"South Lyon–Hamburg–Genoa, Mich.",41.7,3.4,38.8,58.4,180231,1285,33.2,"Muskegon–Norton Shores, Mich. // Saginaw, Mich. // Jackson, Mich. // Flint, Mich. // Sandusky–Port Clinton, Ohio"
"South Paris, Maine",52.1,5.8,50.5,55.8,9942,2422,NaN,-
"South Pittsburg–Bridgeport, Tenn./Ala.",40.3,1.8,70.4,71.9,6732,1214,NaN,-
"Southbridge Town, Mass.",54.4,0.5,52.5,59.2,29823,2419,NaN,-
"Sparta, Mich.",32.7,0,42.3,57.9,10595,2338,NaN,-
"Sparta, Tenn.",27.3,-0.4,61.5,69.8,11268,1578,NaN,-
"Sparta, Wis.",22.7,-3.1,37.3,56.4,12484,2419,NaN,-
"Spartanburg, S.C.",46,-0.1,54.6,72.8,233888,1216,47,"Hickory, N.C. // Mauldin–Simpsonville, S.C. // Gastonia, N.C. // Anderson–Clemson, S.C. // Greenville, S.C."
"Spearfish, S.D.",10.6,0.4,24.6,60.2,17623,2243,NaN,-
"Spencer, Iowa",21.7,-1.4,31.6,57.5,11421,1853,NaN,-
"Spencer, Mass.",51.8,-0.6,51.8,59,15011,2591,NaN,-
"Spicer–New London, Minn.",40.3,1.8,30.5,53.7,7167,1162,NaN,-
"Spirit Lake, Iowa",24.5,-1.2,32.2,56.3,15275,923,NaN,-
"Spout Springs, N.C.",53.9,5.3,54,73.4,21028,1598,NaN,-
"Spring Hill, Fla.",39.8,-2.2,58.3,82.8,208001,1385,30.9,"Ocala, Fla. // The Villages–Lady Lake, Fla. // Lakeland, Fla. // Winter Haven, Fla. // Four Corners, Fla."
"Spring Hill, Kan.",20.4,-0.9,42.8,65.8,9277,3011,NaN,-
"Spring Hill, Tenn.",22.9,0.7,58.7,70.6,74623,2902,26.3,"Columbia, Tenn. // Lebanon, Tenn. // Bowling Green, Ky. // Murfreesboro, Tenn. // Clarksville, Tenn./Ky."
"Springfield, Ill.",25.5,-1.9,41.9,63.9,170378,2081,25.7,"Champaign, Ill. // Bloomington–Normal, Ill. // Peoria, Ill. // Terre Haute, Ind. // Decatur, Ill."
"Springfield, Ohio",25,-2.9,45.8,62.2,95388,2085,27.3,"Newark, Ohio // Muncie, Ind. // Anderson, Ind. // Mansfield, Ohio // Middletown, Ohio"
"Springfield, Tenn.",27.6,0.1,55.7,69.2,20688,2311,NaN,-
"Springfield, Vt.",47.9,-1.1,44.8,57.8,9097,2057,NaN,-
"Springhill, La.",44.5,-1.7,57.7,76.1,8471,1140,NaN,-
"St. Albans, Vt.",29.9,-1.4,44.2,55.3,14882,1872,NaN,-
"St. Augustine, Fla.",45.1,-0.3,56.1,80,119429,1553,39.5,"Brunswick–St. Simons, Ga. // The Villages–Lady Lake, Fla. // Ocala, Fla. // Deltona, Fla. // Fernandina Beach–Yulee, Fla."
"St. Clair, Mo.",35.9,0.8,46.4,66.6,8427,2086,NaN,-
"St. Cloud, Minn.",27.5,2.5,32.1,53.8,131718,2366,27.6,"Duluth, Minn./Wis. // Rochester, Minn. // Eau Claire, Wis. // Sioux Falls, S.D. // Mankato, Minn."
"St. Francis, Minn.",33.3,1,33.6,54.7,10728,2713,NaN,-
"St. George, Utah",7.2,1.6,10,78.5,147146,2397,9.9,"Prescott–Prescott Valley, Ariz. // Victorville–Hesperia–Apple Valley, Calif. // Sierra Vista, Ariz. // Kingman, Ariz. // Tucson, Ariz."
"St. Helen, Mich.",57,-1.1,35.7,55,3350,958,NaN,-
"St. Helena, Calif.",23.3,0.3,33.4,74.5,6861,1516,NaN,-
"St. Helens, Ore.",24.5,-1,47.5,62.6,21926,2269,NaN,-
"St. Ignace, Mich.",38.1,0.3,35.3,52.4,4731,849,NaN,-
"St. James City, Fla.",43.2,-6.7,53.5,85,2281,966,NaN,-
"St. James, N.C.",45.8,1.3,60.1,74.8,11271,1007,NaN,-
"St. Johns, Mich.",19.2,1.2,35.4,58.3,10639,2161,NaN,-
"St. Johnsbury, Vt.",44.9,-1.7,42.8,55.8,7378,2259,NaN,-
"St. Joseph, Mo./Kan.",28.3,-1.4,39.1,64.3,84890,1896,31.4,"Lawrence, Kan. // Lee's Summit, Mo. // Manhattan, Kan. // Columbia, Mo. // Topeka, Kan."
"St. Martinville, La.",28,2.2,65.7,78.6,8331,2001,NaN,-
"St. Marys, Ohio",17.4,-0.3,43.1,61.5,13470,2298,NaN,-
"St. Marys, Pa.",37.4,2.3,48.2,57.3,12691,1762,NaN,-
"St. Peter, Minn.",22.4,-0.5,34.8,55.3,14306,2857,NaN,-
"Stafford Springs, Conn.",54.1,-0.8,54.5,59.2,9734,1789,NaN,-
"Stansbury Park, Utah",7.4,2,15,65.2,16865,4673,NaN,-
"Stanwood, Wash.",18.7,2.1,35.8,59.8,11046,4044,NaN,-
"Star, Idaho",10.9,3.1,12.6,65.3,13408,2640,NaN,-
"Starke, Fla.",49.8,-1.2,58.9,81,11607,1982,NaN,-
"Starkville, Miss.",38.5,-1.2,63.9,74.8,40958,2104,NaN,-
"State College, Pa.",31.6,4.7,44,60.1,90551,3497,27,"Altoona, Pa. // Hanover, Pa. // Williamsport, Pa. // Bloomsburg–Berwick, Pa. // Erie, Pa."
"Statesboro, Ga.",43.7,0.9,52.4,77.7,53541,1847,47.6,"Bluffton West, S.C. // Hinesville, Ga. // Beaufort–Port Royal, S.C. // Brunswick–St. Simons, Ga. // Sumter, S.C."
"Statesville, N.C.",43.1,2,52.3,70.5,60894,1606,43.7,"Danville, Va./N.C. // Asheboro, N.C. // Bristol, Tenn./Va. // Burlington, N.C. // High Point, N.C."
"Staunton, Ill.",19.5,0.6,46.2,65.5,8486,2643,NaN,-
"Staunton–Waynesboro, Va.",31.6,-0.4,46.6,65.2,74847,1905,32.3,"Blacksburg–Christiansburg, Va. // Harrisonburg, Va. // Morgantown, W.Va. // Cumberland, Md./W.Va./Pa. // Winchester, Va."
"Stayton, Ore.",14.8,-1.3,52.3,62.7,11347,2906,NaN,-
"Ste. Genevieve, Mo.",23.7,-0.7,46.5,67.7,5285,1686,NaN,-
"Steamboat Springs, Colo.",18.9,-2.2,25.6,57.3,15437,1528,NaN,-
"Stephenville, Texas",25.3,3.1,34.1,77.4,25579,2731,NaN,-
"Sterling, Colo.",15.1,0.2,16.9,66.3,15245,2830,NaN,-
"Sterling, Ill.",22.6,-0.4,41.7,59.7,30673,2014,NaN,-
"Steubenville–Weirton, Ohio/W.Va./Pa.",43.3,1.7,46.7,61.8,79064,1659,39.3,"Wheeling, W.Va./Ohio // Morgantown, W.Va. // Monessen, Pa. // Sharon–Hermitage, Pa./Ohio // Butler, Pa."
"Stevens Point, Wis.",34.7,-5.2,36.9,54.6,48837,1866,NaN,-
"Stevensville–Chester–Romancoke, Md.",37.2,1.5,48.4,66.5,23879,1206,NaN,-
"Stewartville, Minn.",15.2,-2.2,37.6,54.4,6836,2517,NaN,-
"Stillwater, Minn./Wis.",33.2,-0.5,34.8,54.7,39832,2328,NaN,-
"Stillwater, Okla.",23.2,4.1,35.4,72.7,52915,2082,20.6,"Enid, Okla. // Weatherford, Texas // Lawton, Okla. // Wichita Falls, Texas // Norman, Okla."
"Storm Lake, Iowa",21.1,-1.8,33.5,57.6,12679,3251,NaN,-
"Storrs, Conn.",47.9,-2.4,53.4,59.2,23498,2986,NaN,-
"Stoughton, Wis.",23.1,-0.7,40.1,57.3,20459,2987,NaN,-
"Strasburg, Va.",34.7,0.2,40.7,66.4,11037,2471,NaN,-
"Streator, Ill.",26.1,0.3,40.9,61.2,18255,2242,NaN,-
"Sturgeon Bay, Wis.",37,-1.3,32.9,53,14942,1857,NaN,-
"Sturgis, Mich.",22.3,-2.9,40.8,59.2,13862,2227,NaN,-
"Sturgis, S.D.",10.6,-1.4,23.2,59.6,8219,2035,NaN,-
"Stuttgart, Ark.",20.4,0.7,56.4,72.8,8633,1470,NaN,-
"Suffolk, Va.",38.2,-1.5,55.5,71.2,47263,1928,NaN,-
"Sugarmill Woods, Fla.",62.2,1.1,63.1,82.9,21785,1188,NaN,-
"Sullivan, Ill.",19,0.4,43.4,63.6,6629,2390,NaN,-
"Sullivan, Ind.",18.9,-2.1,49.8,65.4,7582,2803,NaN,-
"Sullivan, Mo.",25.6,-0.4,49,66.3,10750,1745,NaN,-
"Sullivan–Sylvan Beach, N.Y.",51.8,-3.9,48,58.2,5931,1528,NaN,-
"Sulphur Springs, Texas",24.5,-1.5,46.9,76.1,21158,1928,NaN,-
"Sulphur, Okla.",28.4,5,42.5,73.7,6436,1947,NaN,-
"Sultan, Wash.",37,2.2,77.7,60.6,7489,2414,NaN,-
"Summerset, S.D.",14.2,-1.9,21.8,59.2,10130,2418,NaN,-
"Summerville, Ga.",48.8,0.1,61.1,72.9,17702,2110,NaN,-
"Summit Park, Utah",25.9,5.2,27.8,57.4,10508,2358,NaN,-
"Sumter, S.C.",44.7,1.3,52.8,75.2,90141,1552,46.3,"Florence, S.C. // Beaufort–Port Royal, S.C. // Pinehurst–Southern Pines, N.C. // Greenwood, S.C. // Statesboro, Ga."
"Sunbury, Ohio",23.4,2.1,47.3,62.5,12730,3801,NaN,-
"Sunbury, Pa.",22.9,3.1,44.9,62,35306,2554,NaN,-
"Sunderland–South Deerfield, Mass.",40,-0.8,50.4,59.8,9618,1370,NaN,-
"Sunnyside, Wash.",7.1,0.3,7.3,64.7,24237,4415,NaN,-
"Susanville, Calif.",18.3,1.3,20.6,65.3,10724,3384,NaN,-
"Sutherlin, Ore.",16.9,1.3,40.2,66.6,12637,2152,NaN,-
"Swainsboro, Ga.",48.7,-1.2,50.6,77.2,12649,1544,NaN,-
"Swansboro–Cedar Point, N.C.",46,1.5,60.7,73.1,33689,1153,NaN,-
"Swatara, Pa.",24.4,4.1,51.6,62.8,14113,2694,NaN,-
"Sweet Home, Ore.",32,1.3,51.8,64.1,12635,2353,NaN,-
"Sweetwater, Tenn.",29.3,0.3,63.5,70.6,14978,2060,NaN,-
"Sweetwater, Texas",17.7,4,23.9,77.6,11136,1511,NaN,-
"Sylacauga, Ala.",42,2.2,66.2,75.3,27395,1415,NaN,-
"Sylva, N.C.",64.9,4.5,57.9,68.2,16967,1922,NaN,-
"Sylvester, Ga.",41.6,-0.2,52.1,77.7,10883,1847,NaN,-
"Syracuse, Ind.",26.6,-0.8,39.8,59.9,11207,887,NaN,-
"Taft, Calif.",7.1,1.6,7.4,78.6,15515,4394,NaN,-
"Tahlequah, Okla.",29.6,0.7,52.5,71.4,22843,1918,NaN,-
"Talladega, Ala.",43.9,0.5,63.6,74.8,19455,1931,NaN,-
"Tallulah, La.",24.5,-0.6,60.7,77,7612,2042,NaN,-
"Tama, Iowa",11.1,-5.2,36.4,59.1,6219,2161,NaN,-
"Tamaqua, Pa.",27.3,2.8,56.2,60.2,16471,6556,NaN,-
"Taneytown, Md.",17.2,-0.2,47.3,64.3,10148,4455,NaN,-
"Taos, N.M.",11.9,-0.1,13.5,64.4,21410,1137,NaN,-
"Tarboro, N.C.",45.4,4.4,51.6,72.2,13891,1644,NaN,-
"Taylor, Texas",22,-0.2,35.1,80,16411,2325,NaN,-
"Taylorville, Ill.",27,-3.6,42.9,64.2,16847,3045,NaN,-
"Tazewell, Va.",34.8,0.5,50.6,63.2,7893,1527,NaN,-
"Tea, S.D.",6.4,0.7,30.4,57.6,6172,1884,NaN,-
"Tecumseh, Mich.",30.3,1.2,37.6,59.9,17923,1737,NaN,-
"Tehachapi–Golden Hills, Calif.",7.9,-1.1,12.1,70.6,19915,2491,NaN,-
"Tell City, Ind./Ky.",28.1,1,53.7,67.3,12838,2509,NaN,-
"Tellico Village, Tenn.",49.2,-4.4,60.6,70.8,8209,1181,NaN,-
"Telluride–Mountain Village, Colo.",36.9,-0.8,24.7,54.5,6527,952,NaN,-
"Temple, Texas",26.4,-2.7,35.8,79.6,134949,2228,23.3,"New Braunfels, Texas // Waco, Texas // College Station–Bryan, Texas // Weatherford, Texas // Killeen, Texas"
"Terre Haute, Ind.",27.2,-2,46.1,64.9,93163,1975,26.7,"Decatur, Ill. // Anderson, Ind. // Columbus, Ind. // Bloomington, Ind. // Lafayette, Ind."
"Terrell, Texas",26.5,2.5,42.7,76.9,23927,1956,NaN,-
"Texarkana, Texas/Ark.",36.4,0.8,55.4,75.4,89870,1343,42.3,"Hot Springs, Ark. // Monroe, La. // Longview, Texas // Pine Bluff, Ark. // Shreveport, La."
"The Dalles, Ore.",15.3,3.1,16.8,65.7,20591,2715,NaN,-
"The Pinery, Colo.",13.2,1.6,19.1,64,19278,2016,NaN,-
"The Villages–Lady Lake, Fla.",26,-1.4,53.4,82.9,190670,1762,36.1,"Leesburg–Eustis–Tavares, Fla. // Ocala, Fla. // Spring Hill, Fla. // Deltona, Fla. // Winter Haven, Fla."
"Thief River Falls, Minn.",20.3,0.1,24.2,49.9,9516,1807,NaN,-
"Thomaston, Ga.",49.5,1.3,57.3,75.1,19724,1904,NaN,-
"Thomasville, Ga.",49.9,-1.2,59,78.8,31817,1412,NaN,-
"Thomson, Ga.",40.9,1.6,54.1,75.4,15296,1826,NaN,-
"Thousand Oaks, Calif.",16.8,0.4,14.5,73.8,233773,2620,15.4,"Santa Barbara, Calif. // Santa Clarita, Calif. // Simi Valley, Calif. // Fallbrook, Calif. // Camarillo, Calif."
"Three Rivers, Mich.",32.6,0,40.6,59.5,14699,1574,NaN,-
"Thurmont, Md.",30.6,-0.6,47.1,64.5,10293,2697,NaN,-
"Tiffin, Ohio",23.2,1.5,40.6,61.1,25188,2700,NaN,-
"Tifton, Ga.",35.1,-1.1,52.3,78,32840,1762,NaN,-
"Tillamook, Ore.",12.5,1.6,91.8,59.6,7376,2790,NaN,-
"Tiltonsville–Brilliant, Ohio",27.9,2.2,44.1,62.8,8206,2380,NaN,-
"Tippecanoe, Ind.",30.9,-1,41.1,60.1,8442,1081,NaN,-
"Tipton, Ind.",14,-1.3,43,61.9,6571,2744,NaN,-
"Titusville, Fla.",40.9,1.1,58.5,82,67403,1619,36.4,"Zephyrhills, Fla. // Sebring–Avon Park, Fla. // St. Augustine, Fla. // Four Corners, Fla. // Vero Beach–Sebastian, Fla."
"Titusville, Pa.",41.2,1.2,50.5,58.9,6122,2773,NaN,-
"Toccoa, Ga.",56.5,1.4,60.9,72.1,18193,1442,NaN,-
"Tomah, Wis.",18,-0.8,38.3,55.6,15397,2209,NaN,-
"Tonganoxie, Kan.",21.4,3.1,39.2,66.2,8093,3013,NaN,-
"Tooele, Utah",7.7,1.8,18.6,63.2,43184,3581,NaN,-
"Topeka, Kan.",32.7,0.7,39.5,67,170623,1994,28.7,"Lee's Summit, Mo. // Lawrence, Kan. // St. Joseph, Mo./Kan. // Manhattan, Kan. // Wichita, Kan."
"Toppenish, Wash.",8,0.3,7.6,65,14238,4541,NaN,-
"Torrington, Conn.",48.9,-1.1,57,58.6,42065,1877,NaN,-
"Torrington, Wyo.",9.5,0.8,14.8,63.8,8341,2320,NaN,-
"Towanda, Pa.",32.1,6.5,40.3,60.3,7197,2444,NaN,-
"Tracy–Mountain House, Calif.",14.6,3,11.7,76.2,135609,4418,12.4,"Merced, Calif. // Manteca, Calif. // Madera, Calif. // Turlock, Calif. // Lodi, Calif."
"Traverse City–Garfield, Mich.",43.6,1.4,36.7,55.3,78539,1420,32.2,"Bay City, Mich. // Sheboygan, Wis. // Midland, Mich. // Saginaw, Mich. // Muskegon–Norton Shores, Mich."
"Treasure Lake, Pa.",66.1,-1.6,48.7,58.3,5184,1236,NaN,-
"Tremonton, Utah",5,0.1,16.5,61.5,15183,2254,NaN,-
"Trenton, Mo.",21.9,-0.6,40.2,63.6,5581,1223,NaN,-
"Tri-City–Myrtle Creek, Ore.",21.4,1,33.3,68.6,11000,2204,NaN,-
"Trinidad, Colo.",15.3,3.3,15.1,67.9,10068,2127,NaN,-
"Troy, Ala.",40.3,0.7,58.6,76.9,18127,1852,NaN,-
"Troy, Mo.",20,1.5,45.9,65.9,28592,3168,NaN,-
"Troy, Ohio",18.3,-1.5,42.8,62.9,49187,2220,NaN,-
"Truckee, Calif.",34.2,0.7,36.2,59.9,16576,803,NaN,-
"Trumann, Ark.",14.6,1.3,58.5,71.1,8179,1912,NaN,-
"Truth or Consequences, N.M.",4.7,1.5,8.4,78.4,8328,1119,NaN,-
"Tuba City, Ariz.",2.1,-0.6,10,72.1,10474,1887,NaN,-
"Tucumcari, N.M.",7.3,1.7,14.4,75.2,5943,1560,NaN,-
"Tulare, Calif.",9.8,2.2,9.7,78.6,74671,4218,10.8,"Porterville, Calif. // Hanford, Calif. // Madera, Calif. // Reedley–Dinuba, Calif. // Visalia, Calif."
"Tullahoma, Tenn.",37.8,-1,65.2,69.8,25040,1696,NaN,-
"Tupelo, Miss.",40.7,0,61.3,73.9,53018,1222,38.5,"Decatur, Ala. // Gadsden, Ala. // Jackson, Tenn. // Florence, Ala. // Anniston–Oxford, Ala."
"Tupper Lake, N.Y.",40.6,-1.3,47.4,52.9,5177,2239,NaN,-
"Turlock, Calif.",12.6,-1.2,12.5,77.1,87855,4874,12.8,"Madera, Calif. // Manteca, Calif. // Lodi, Calif. // Tracy–Mountain House, Calif. // Merced, Calif."
"Tuscaloosa, Ala.",39.6,0.9,60.6,75.8,183391,2046,38.3,"Montgomery, Ala. // Columbus, Ga./Ala. // Auburn, Ala. // Florence, Ala. // Decatur, Ala."
"Tuscola, Ill.",11.9,-1,40.6,63.2,7162,2352,NaN,-
"Tuskegee, Ala.",58.7,4.6,58.8,76.5,10672,1280,NaN,-
"Twentynine Palms North, Calif.",2.1,-0.3,2.9,83.6,11327,4101,NaN,-
"Twentynine Palms, Calif.",2.3,-0.9,3.3,82.7,15665,2340,NaN,-
"Twin Falls, Idaho",11.2,1.6,9.6,63.5,63829,2875,14,"Pocatello, Idaho // Missoula, Mont. // Idaho Falls, Idaho // Nampa, Idaho // Boise City, Idaho"
"Twin Lakes, Wis./Ill.",34.1,-0.7,38.7,57.4,19709,1787,NaN,-
"Tybee Island, Ga.",29.8,2.1,50.2,77.6,3369,1261,NaN,-
"Tyler, Texas",39.9,-2.5,47.7,77.3,151087,1806,38.6,"Longview, Texas // Texarkana, Texas/Ark. // Sherman–Denison, Texas // Shreveport, La. // Lufkin, Texas"
"Tyrone, Pa.",35.2,1.6,43.5,61,17262,2488,NaN,-
"Ukiah, Calif.",24,1.1,36.3,73.4,33205,2506,NaN,-
"Ulysses, Kan.",11.1,4.3,18.8,70.9,5980,2235,NaN,-
"Union City, Ind./Ohio",16,1.4,42,61.6,6337,2447,NaN,-
"Union City, Tenn.",17.7,-0.8,58.2,69.5,12619,1554,NaN,-
"Union Grove, Wis.",16.7,-0.4,37.8,57,8957,1977,NaN,-
"Union, Mo.",29.7,0.9,44.9,66.9,15944,2128,NaN,-
"Union, S.C.",50.9,3.9,49.1,73.5,14613,1604,NaN,-
"Uniontown, Pa.",30.9,6.5,49.4,62.8,44338,1597,NaN,-
"Upper Sandusky, Ohio",16.8,1.2,40.5,61.5,9214,1922,NaN,-
"Urbana, Md.",29.2,2.5,47,65,15619,4089,NaN,-
"Urbana, Ohio",21.2,-1.5,44.4,61.7,13338,1958,NaN,-
"Utica, N.Y.",28.5,-3,48,57.5,130477,2499,38.3,"Saratoga Springs, N.Y. // Binghamton, N.Y. // Middletown, N.Y. // Watertown, N.Y. // Syracuse, N.Y."
"Uvalde, Texas",26.1,2.8,24.1,83.1,16425,2296,NaN,-
"Vacaville, Calif.",15.1,0.3,23.9,75.6,106769,4941,17.8,"Napa, Calif. // Yuba City, Calif. // Davis, Calif. // Fairfield, Calif. // Woodland, Calif."
"Vail, Ariz.",9.7,4.9,14.8,83.2,17581,3053,NaN,-
"Vail, Colo.",27.2,-0.7,24.1,53.5,8092,1553,NaN,-
"Valdosta, Ga.",38.7,-3.5,57.9,79.5,88884,2125,47.6,"Dothan, Ala. // Albany, Ga. // Hinesville, Ga. // Bluffton West, S.C. // Tallahassee, Fla."
"Vallejo, Calif.",12,-0.1,20.9,72.3,174149,4223,15.7,"Fairfield, Calif. // Livermore–Pleasanton–Dublin, Calif. // Gilroy–Morgan Hill, Calif. // Napa, Calif. // Watsonville, Calif."
"Valley City, N.D.",18.2,-1.4,22.5,52.5,6596,1885,NaN,-
"Valley–Lanett, Ala./Ga.",46.7,-2.7,58.6,75.3,25577,1399,NaN,-
"Valparaiso–Shorewood Forest, Ind.",30.5,-1.1,42.5,59.6,68058,1852,30,"Kankakee, Ill. // Kokomo, Ind. // Benton Harbor–Lincoln–St. Joseph, Mich. // Michigan City–La Porte, Ind./Mich. // Holland, Mich."
"Van Wert, Ohio",17.1,1,42.5,61.1,11914,1934,NaN,-
"Vandalia, Ill.",23.1,0.3,46.9,65.2,10456,1617,NaN,-
"Veneta, Ore.",40.5,2.3,46.5,63.9,9712,2093,NaN,-
"Vermillion, S.D.",23.9,0.3,29.7,60.1,11934,3004,NaN,-
"Vernal, Utah",9.6,1.5,9.3,60.8,25903,1654,NaN,-
"Vernon, Texas",16.4,2.4,27.8,77.3,10401,1794,NaN,-
"Vero Beach–Sebastian, Fla.",37.2,-1,56.9,82.7,188912,1537,29.6,"Port Charlotte–North Port, Fla. // Winter Haven, Fla. // Port St. Lucie, Fla. // Sebring–Avon Park, Fla. // Palm Bay–Melbourne, Fla."
"Versailles, Ky.",21.8,3.3,55,66.4,17700,2229,NaN,-
"Vicksburg, Miss./La.",51.9,-0.5,61.4,76.9,33822,1383,NaN,-
"Victoria, Texas",19.3,-1.3,38.1,81.4,72595,2167,22.2,"San Marcos, Texas // New Braunfels, Texas // Temple, Texas // College Station–Bryan, Texas // Corpus Christi, Texas"
"Vidalia, Ga.",50.3,0.4,53.2,77.9,21378,1364,NaN,-
"Villa Rica, Ga.",51.2,-1,58.3,72.4,27640,1426,NaN,-
"Village of Four Seasons, Mo.",55.6,-1.6,45.2,67.5,14792,643,NaN,-
"Village of Oak Creek (Big Park), Ariz.",23.5,3,16.8,76.8,6220,1052,NaN,-
"Ville Platte, La.",28.7,0,63.8,78.5,10980,2246,NaN,-
"Vincennes, Ind.",20.5,-2.5,50.9,66.5,23486,1951,NaN,-
"Vineland, N.J.",39.3,0.3,51.6,65.6,97191,1678,36.4,"Salisbury, Md./Del. // Lexington Park–California–Chesapeake Ranch Estates, Md. // Dover, Del. // Middletown, Del. // Atlantic City–Ocean City–Villas, N.J."
"Vineyard Haven–Edgartown–Oak Bluffs, Mass.",59,-3.7,49.1,60.2,14688,834,NaN,-
"Vinita, Okla.",19.1,-0.6,46.6,70.9,8094,1712,NaN,-
"Vinton, Iowa",16.4,-0.5,36.7,59.1,5144,1839,NaN,-
"Virginia, Minn.",23.3,-0.3,29.8,49.2,14515,2147,NaN,-
"Viroqua, Wis.",20,-0.8,41.3,54.5,4949,2523,NaN,-
"Visalia, Calif.",14,2.4,10.1,78.6,166628,4375,10.5,"Merced, Calif. // Madera, Calif. // Porterville, Calif. // Tulare, Calif. // Hanford, Calif."
"Wabash, Ind.",27.4,-0.8,41.1,61.1,11966,2000,NaN,-
"Waco, Texas",26.9,-1.5,38.5,79.1,212023,2327,23.7,"College Station–Bryan, Texas // Killeen, Texas // Temple, Texas // Denton–Lewisville, Texas // Cleburne, Texas"
"Waconia, Minn.",20.5,1.7,34.3,54.7,14078,2961,NaN,-
"Wadena, Minn.",19.5,0.3,28.6,51.5,6565,2532,NaN,-
"Wadesboro, N.C.",56.2,4.2,54.2,73.7,7507,1264,NaN,-
"Wagoner, Okla.",24.7,0.1,47.7,72.4,10309,1913,NaN,-
"Wahoo, Neb.",17.6,-1.9,31.4,62.6,5164,2344,NaN,-
"Wahpeton, N.D./Minn.",14,0,25.2,53.2,11416,1678,NaN,-
"Waikoloa Village, Hawaii",6.8,NaN,NaN,NaN,7418,1251,NaN,-
"Walden, N.Y.",45.2,0,48.7,61.3,26219,1905,NaN,-
"Waldorf, Md.",50.6,1.6,50.7,66.6,138002,2130,36.7,"Dover, Del. // Fredericksburg, Va. // Frederick, Md. // Salisbury, Md./Del. // Bel Air–Aberdeen, Md."
"Waldport, Ore.",46.5,1.6,74.4,58.8,8500,1298,NaN,-
"Wales, Wis.",46.8,3.2,39.2,56.6,12536,1592,NaN,-
"Walhalla, S.C.",52.6,1.9,66.1,72.5,11460,2001,NaN,-
"Walla Walla, Wash./Ore.",16.8,2.6,19.8,65.2,54037,2152,12.9,"Lewiston, Idaho/Wash. // Wenatchee, Wash. // Bend, Ore. // Nampa, Idaho // Kennewick–Richland–Pasco, Wash."
"Walnut Ridge, Ark.",19.3,2.2,56.4,70.1,7229,1431,NaN,-
"Walterboro, S.C.",49.1,-0.4,55.8,77.1,16993,2082,NaN,-
"Wamego, Kan.",23.5,1.9,33.9,67.1,6099,2586,NaN,-
"Wapakoneta, Ohio",12.1,-0.2,42.3,61.6,14569,2609,NaN,-
"Wapato, Wash.",8.7,0.7,7.8,64.8,9901,3108,NaN,-
"Ware, Mass.",49.4,-0.1,49.3,59.7,13106,3277,NaN,-
"Warner Robins, Ga.",36.4,-1.9,53.4,77.1,155588,1728,49.1,"Macon-Bibb County, Ga. // Athens-Clarke County, Ga. // Albany, Ga. // Columbus, Ga./Ala. // Statesboro, Ga."
"Warren, Ark.",44.9,-0.1,61.2,74.5,8399,1320,NaN,-
"Warren, Pa.",36.1,2,47.6,58.6,20261,2484,NaN,-
"Warrensburg, Mo.",28.5,-0.8,43.5,65.8,21990,2588,NaN,-
"Warrenton, Mo.",29.6,-0.7,47.7,65.2,13782,2251,NaN,-
"Warrenton–New Baltimore, Va.",45.1,1.4,47.3,66.5,31665,1824,NaN,-
"Warsaw, Ind.",27.2,-0.7,39.7,60.2,35453,1381,NaN,-
"Warwick, N.Y.",51.5,0,53.1,61.2,13987,4800,NaN,-
"Wasco, Calif.",11.3,3.9,7.3,79.2,22071,6383,NaN,-
"Waseca, Minn.",20.6,2.2,37,55,10807,2702,NaN,-
"Washington Court House, Ohio",15.2,-0.5,44,63.2,17569,2385,NaN,-
"Washington, Iowa",18.6,-2.4,38.6,60.8,8122,2468,NaN,-
"Washington, Ind.",18.5,-1.1,52,66.5,17207,2524,NaN,-
"Washington, Mo.",27.8,-0.3,44.5,66.7,19936,2526,NaN,-
"Washington, N.C.",36.3,2.1,57.3,73,23016,1368,NaN,-
"Washington, N.J.",42,2.2,53.8,62.2,14586,3536,NaN,-
"Wasilla–Knik-Fairview–North Lakes, Alaska",36.9,NaN,24.1,45.6,78600,1312,NaN,-
"Waterbury, Conn.",48,-0.7,54.5,60.2,225016,2157,46.3,"Danbury, Conn./N.Y. // Poughkeepsie–Newburgh, N.Y. // Amherst Town–Northampton–Easthampton Town, Mass. // Springfield, Mass./Conn. // Kiryas Joel, N.Y."
"Waterford, Calif.",14.6,1.4,15.3,76.7,11566,5888,NaN,-
